year,prefecture,fish,value_million_JPY,alphabet,pref_code,pref_code_rm_inland,region,region_name
2018,宮�,pufferfish,19,miyagi,4,4,2,tohoku
2018,宮�,other_fish,6760,miyagi,4,4,2,tohoku
2018,宮�,spiny_lobster,0,miyagi,4,4,2,tohoku
2018,宮�,japanese_shrimp,0.25,miyagi,4,4,2,tohoku
2018,宮�,other_shrimp,5,miyagi,4,4,2,tohoku
2018,宮�,snow_crab,2,miyagi,4,4,2,tohoku
2018,宮�,red_snow_crab,6,miyagi,4,4,2,tohoku
2018,宮�,swimming_crab,572,miyagi,4,4,2,tohoku
2018,宮�,other_crab,101,miyagi,4,4,2,tohoku
2018,宮�,krill,316,miyagi,4,4,2,tohoku
2018,宮�,abalone,671,miyagi,4,4,2,tohoku
2018,宮�,spiny_top_shell,0,miyagi,4,4,2,tohoku
2018,宮�,manila_clam,30,miyagi,4,4,2,tohoku
2018,宮�,scallop,0.25,miyagi,4,4,2,tohoku
2018,宮�,other_shellfish,153,miyagi,4,4,2,tohoku
2018,宮�,japanese_common_squid,1106,miyagi,4,4,2,tohoku
2018,宮�,neon_flying_squid,50,miyagi,4,4,2,tohoku
2018,宮�,other_squid,1255,miyagi,4,4,2,tohoku
2018,宮�,octopus,1038,miyagi,4,4,2,tohoku
2018,宮�,sea_urchin,273,miyagi,4,4,2,tohoku
2018,宮�,marine_mammals,41,miyagi,4,4,2,tohoku
2018,宮�,other_fish.1,174,miyagi,4,4,2,tohoku
2018,宮�,kelp,0,miyagi,4,4,2,tohoku
2018,宮�,other_seaweed,37,miyagi,4,4,2,tohoku
2018,秋田,bluefin_tuna,52,akita,5,5,2,tohoku
2018,秋田,southern_bluefin_tuna,0,akita,5,5,2,tohoku
2018,秋田,albacore_tuna,0,akita,5,5,2,tohoku
2018,秋田,bigeye_tuna,0,akita,5,5,2,tohoku
2018,秋田,yellowfin_tuna,0.25,akita,5,5,2,tohoku
2018,秋田,other_tuna,0.25,akita,5,5,2,tohoku
2018,秋田,marlin,0,akita,5,5,2,tohoku
2018,秋田,swordfish,0,akita,5,5,2,tohoku
2018,秋田,blue_marlin,0,akita,5,5,2,tohoku
2018,秋田,other_kajiki,0.25,akita,5,5,2,tohoku
2018,秋田,skipjack,0.25,akita,5,5,2,tohoku
2018,秋田,auxis,2,akita,5,5,2,tohoku
2018,秋田,shark,7,akita,5,5,2,tohoku
2018,秋田,salmon,184,akita,5,5,2,tohoku
2018,秋田,trout,37,akita,5,5,2,tohoku
2018,秋田,shad,0.25,akita,5,5,2,tohoku
2018,秋田,herring,0.25,akita,5,5,2,tohoku
2018,秋田,japanese_sardine,3,akita,5,5,2,tohoku
2018,秋田,round_herring,0.25,akita,5,5,2,tohoku
2018,秋田,japanese_anchovy,0,akita,5,5,2,tohoku
2018,秋田,whitebait,0,akita,5,5,2,tohoku
2018,秋田,japanese_jack_mackerel,38,akita,5,5,2,tohoku
2018,秋田,amberstripe_scad,0,akita,5,5,2,tohoku
2018,秋田,mackerel,5,akita,5,5,2,tohoku
2018,秋田,saury,0,akita,5,5,2,tohoku
2018,秋田,yellowtail,61,akita,5,5,2,tohoku
2018,秋田,bastard_halibut,139,akita,5,5,2,tohoku
2018,秋田,righteye_flounder,84,akita,5,5,2,tohoku
2018,秋田,cod,176,akita,5,5,2,tohoku
2018,秋田,pollock,4,akita,5,5,2,tohoku
2018,秋田,atka_mackerel,9,akita,5,5,2,tohoku
2018,秋田,broadbanded_thornyhead,0,akita,5,5,2,tohoku
2018,秋田,sandfish,340,akita,5,5,2,tohoku
2018,秋田,smelt,7,akita,5,5,2,tohoku
2018,秋田,conger_eel,0.25,akita,5,5,2,tohoku
2018,秋田,largehead_hairtail,0.25,akita,5,5,2,tohoku
2018,秋田,japanese_seabream,121,akita,5,5,2,tohoku
2018,秋田,crimson_seabream_and_yellowback_seabream,3,akita,5,5,2,tohoku
2018,秋田,blackhead_seabream_and_goldlined_seabream,4,akita,5,5,2,tohoku
2018,秋田,threeline_grunt,0,akita,5,5,2,tohoku
2018,秋田,japanese_spanish_mackerel,27,akita,5,5,2,tohoku
2018,秋田,japanese_seabass,33,akita,5,5,2,tohoku
2018,秋田,sand_lance,0,akita,5,5,2,tohoku
2018,秋田,tilefish,70,akita,5,5,2,tohoku
2018,秋田,pufferfish,35,akita,5,5,2,tohoku
2018,秋田,other_fish,477,akita,5,5,2,tohoku
2018,秋田,spiny_lobster,0,akita,5,5,2,tohoku
2018,秋田,japanese_shrimp,4,akita,5,5,2,tohoku
2018,秋田,other_shrimp,89,akita,5,5,2,tohoku
2018,秋田,snow_crab,64,akita,5,5,2,tohoku
2018,秋田,red_snow_crab,250,akita,5,5,2,tohoku
2018,秋田,swimming_crab,1,akita,5,5,2,tohoku
2018,秋田,other_crab,11,akita,5,5,2,tohoku
2018,秋田,krill,0,akita,5,5,2,tohoku
2018,秋田,abalone,121,akita,5,5,2,tohoku
2018,秋田,spiny_top_shell,38,akita,5,5,2,tohoku
2018,秋田,manila_clam,0,akita,5,5,2,tohoku
2018,秋田,scallop,0,akita,5,5,2,tohoku
2018,秋田,other_shellfish,129,akita,5,5,2,tohoku
2018,秋田,japanese_common_squid,29,akita,5,5,2,tohoku
2018,秋田,neon_flying_squid,0,akita,5,5,2,tohoku
2018,秋田,other_squid,43,akita,5,5,2,tohoku
2018,秋田,octopus,139,akita,5,5,2,tohoku
2018,秋田,sea_urchin,0,akita,5,5,2,tohoku
2018,秋田,marine_mammals,0,akita,5,5,2,tohoku
2018,秋田,other_fish.1,24,akita,5,5,2,tohoku
2018,秋田,kelp,0,akita,5,5,2,tohoku
2018,秋田,other_seaweed,42,akita,5,5,2,tohoku
2018,山形,bluefin_tuna,24,yamagata,6,6,2,tohoku
2018,山形,southern_bluefin_tuna,0,yamagata,6,6,2,tohoku
2018,山形,albacore_tuna,0,yamagata,6,6,2,tohoku
2018,山形,bigeye_tuna,0,yamagata,6,6,2,tohoku
2018,山形,yellowfin_tuna,0,yamagata,6,6,2,tohoku
2018,山形,other_tuna,0,yamagata,6,6,2,tohoku
2018,山形,marlin,1,yamagata,6,6,2,tohoku
2018,山形,swordfish,0,yamagata,6,6,2,tohoku
2018,山形,blue_marlin,0,yamagata,6,6,2,tohoku
2018,山形,other_kajiki,0,yamagata,6,6,2,tohoku
2018,山形,skipjack,0.25,yamagata,6,6,2,tohoku
2018,山形,auxis,0.25,yamagata,6,6,2,tohoku
2018,山形,shark,3,yamagata,6,6,2,tohoku
2018,山形,salmon,112,yamagata,6,6,2,tohoku
2018,山形,trout,7,yamagata,6,6,2,tohoku
2018,山形,shad,0,yamagata,6,6,2,tohoku
2018,山形,herring,0,yamagata,6,6,2,tohoku
2018,山形,japanese_sardine,0.25,yamagata,6,6,2,tohoku
2018,山形,round_herring,0,yamagata,6,6,2,tohoku
2018,山形,japanese_anchovy,0,yamagata,6,6,2,tohoku
2018,山形,whitebait,0,yamagata,6,6,2,tohoku
2018,山形,japanese_jack_mackerel,17,yamagata,6,6,2,tohoku
2018,山形,amberstripe_scad,0,yamagata,6,6,2,tohoku
2018,山形,mackerel,2,yamagata,6,6,2,tohoku
2018,山形,saury,0,yamagata,6,6,2,tohoku
2018,山形,yellowtail,27,yamagata,6,6,2,tohoku
2018,山形,bastard_halibut,46,yamagata,6,6,2,tohoku
2018,山形,righteye_flounder,73,yamagata,6,6,2,tohoku
2018,山形,cod,160,yamagata,6,6,2,tohoku
2018,山形,pollock,0.25,yamagata,6,6,2,tohoku
2018,山形,atka_mackerel,5,yamagata,6,6,2,tohoku
2018,山形,broadbanded_thornyhead,0,yamagata,6,6,2,tohoku
2018,山形,sandfish,103,yamagata,6,6,2,tohoku
2018,山形,smelt,2,yamagata,6,6,2,tohoku
2018,山形,conger_eel,NA,yamagata,6,6,2,tohoku
2018,山形,largehead_hairtail,NA,yamagata,6,6,2,tohoku
2018,山形,japanese_seabream,212,yamagata,6,6,2,tohoku
2018,山形,crimson_seabream_and_yellowback_seabream,13,yamagata,6,6,2,tohoku
2018,山形,blackhead_seabream_and_goldlined_seabream,2,yamagata,6,6,2,tohoku
2018,山形,threeline_grunt,0,yamagata,6,6,2,tohoku
2018,山形,japanese_spanish_mackerel,29,yamagata,6,6,2,tohoku
2018,山形,japanese_seabass,13,yamagata,6,6,2,tohoku
2018,山形,sand_lance,0,yamagata,6,6,2,tohoku
2018,山形,tilefish,22,yamagata,6,6,2,tohoku
2018,山形,pufferfish,22,yamagata,6,6,2,tohoku
2018,山形,other_fish,140,yamagata,6,6,2,tohoku
2018,山形,spiny_lobster,0,yamagata,6,6,2,tohoku
2018,山形,japanese_shrimp,2,yamagata,6,6,2,tohoku
2018,山形,other_shrimp,161,yamagata,6,6,2,tohoku
2018,山形,snow_crab,85,yamagata,6,6,2,tohoku
2018,山形,red_snow_crab,65,yamagata,6,6,2,tohoku
2018,山形,swimming_crab,0.25,yamagata,6,6,2,tohoku
2018,山形,other_crab,9,yamagata,6,6,2,tohoku
2018,山形,krill,0,yamagata,6,6,2,tohoku
2018,山形,abalone,39,yamagata,6,6,2,tohoku
2018,山形,spiny_top_shell,36,yamagata,6,6,2,tohoku
2018,山形,manila_clam,0,yamagata,6,6,2,tohoku
2018,山形,scallop,0,yamagata,6,6,2,tohoku
2018,山形,other_shellfish,71,yamagata,6,6,2,tohoku
2018,山形,japanese_common_squid,552,yamagata,6,6,2,tohoku
2018,山形,neon_flying_squid,0,yamagata,6,6,2,tohoku
2018,山形,other_squid,22,yamagata,6,6,2,tohoku
2018,山形,octopus,21,yamagata,6,6,2,tohoku
2018,山形,sea_urchin,0.25,yamagata,6,6,2,tohoku
2018,山形,marine_mammals,0,yamagata,6,6,2,tohoku
2018,山形,other_fish.1,20,yamagata,6,6,2,tohoku
2018,山形,kelp,0,yamagata,6,6,2,tohoku
2018,山形,other_seaweed,34,yamagata,6,6,2,tohoku
2018,福島,bluefin_tuna,189,fukushima,7,7,2,tohoku
2018,福島,southern_bluefin_tuna,237,fukushima,7,7,2,tohoku
2018,福島,albacore_tuna,370,fukushima,7,7,2,tohoku
2018,福島,bigeye_tuna,1493,fukushima,7,7,2,tohoku
2018,福島,yellowfin_tuna,387,fukushima,7,7,2,tohoku
2018,福島,other_tuna,0,fukushima,7,7,2,tohoku
2018,福島,marlin,29,fukushima,7,7,2,tohoku
2018,福島,swordfish,291,fukushima,7,7,2,tohoku
2018,福島,blue_marlin,42,fukushima,7,7,2,tohoku
2018,福島,other_kajiki,14,fukushima,7,7,2,tohoku
2018,福島,skipjack,258,fukushima,7,7,2,tohoku
2018,福島,auxis,0.25,fukushima,7,7,2,tohoku
2018,福島,shark,9,fukushima,7,7,2,tohoku
2018,福島,salmon,3,fukushima,7,7,2,tohoku
2018,福島,trout,0,fukushima,7,7,2,tohoku
2018,福島,shad,0,fukushima,7,7,2,tohoku
2018,福島,herring,0,fukushima,7,7,2,tohoku
2018,福島,japanese_sardine,708,fukushima,7,7,2,tohoku
2018,福島,round_herring,0.25,fukushima,7,7,2,tohoku
2018,福島,japanese_anchovy,0,fukushima,7,7,2,tohoku
2018,福島,whitebait,374,fukushima,7,7,2,tohoku
2018,福島,japanese_jack_mackerel,6,fukushima,7,7,2,tohoku
2018,福島,amberstripe_scad,0,fukushima,7,7,2,tohoku
2018,福島,mackerel,1739,fukushima,7,7,2,tohoku
2018,福島,saury,1439,fukushima,7,7,2,tohoku
2018,福島,yellowtail,22,fukushima,7,7,2,tohoku
2018,福島,bastard_halibut,381,fukushima,7,7,2,tohoku
2018,福島,righteye_flounder,283,fukushima,7,7,2,tohoku
2018,福島,cod,11,fukushima,7,7,2,tohoku
2018,福島,pollock,0.25,fukushima,7,7,2,tohoku
2018,福島,atka_mackerel,0,fukushima,7,7,2,tohoku
2018,福島,broadbanded_thornyhead,9,fukushima,7,7,2,tohoku
2018,福島,sandfish,0,fukushima,7,7,2,tohoku
2018,福島,smelt,0.25,fukushima,7,7,2,tohoku
2018,福島,conger_eel,122,fukushima,7,7,2,tohoku
2018,福島,largehead_hairtail,3,fukushima,7,7,2,tohoku
2018,福島,japanese_seabream,9,fukushima,7,7,2,tohoku
2018,福島,crimson_seabream_and_yellowback_seabream,5,fukushima,7,7,2,tohoku
2018,福島,blackhead_seabream_and_goldlined_seabream,0,fukushima,7,7,2,tohoku
2018,福島,threeline_grunt,0,fukushima,7,7,2,tohoku
2018,福島,japanese_spanish_mackerel,4,fukushima,7,7,2,tohoku
2018,福島,japanese_seabass,11,fukushima,7,7,2,tohoku
2018,福島,sand_lance,509,fukushima,7,7,2,tohoku
2018,福島,tilefish,0,fukushima,7,7,2,tohoku
2018,福島,pufferfish,2,fukushima,7,7,2,tohoku
2018,福島,other_fish,219,fukushima,7,7,2,tohoku
2018,福島,spiny_lobster,2,fukushima,7,7,2,tohoku
2018,福島,japanese_shrimp,0,fukushima,7,7,2,tohoku
2018,福島,other_shrimp,1,fukushima,7,7,2,tohoku
2018,福島,snow_crab,11,fukushima,7,7,2,tohoku
2018,福島,red_snow_crab,0.25,fukushima,7,7,2,tohoku
2018,福島,swimming_crab,13,fukushima,7,7,2,tohoku
2018,福島,other_crab,3,fukushima,7,7,2,tohoku
2018,福島,krill,0,fukushima,7,7,2,tohoku
2018,福島,abalone,15,fukushima,7,7,2,tohoku
2018,福島,spiny_top_shell,0,fukushima,7,7,2,tohoku
2018,福島,manila_clam,8,fukushima,7,7,2,tohoku
2018,福島,scallop,0,fukushima,7,7,2,tohoku
2018,福島,other_shellfish,59,fukushima,7,7,2,tohoku
2018,福島,japanese_common_squid,88,fukushima,7,7,2,tohoku
2018,福島,neon_flying_squid,0,fukushima,7,7,2,tohoku
2018,福島,other_squid,43,fukushima,7,7,2,tohoku
2018,福島,octopus,194,fukushima,7,7,2,tohoku
2018,福島,sea_urchin,1,fukushima,7,7,2,tohoku
2018,福島,marine_mammals,0,fukushima,7,7,2,tohoku
2018,福島,other_fish.1,49,fukushima,7,7,2,tohoku
2018,福島,kelp,0,fukushima,7,7,2,tohoku
2018,福島,other_seaweed,0,fukushima,7,7,2,tohoku
2018,茨�,bluefin_tuna,14,ibaraki,8,8,3,kanto
2018,茨�,southern_bluefin_tuna,0,ibaraki,8,8,3,kanto
2018,茨�,albacore_tuna,116,ibaraki,8,8,3,kanto
2018,茨�,bigeye_tuna,104,ibaraki,8,8,3,kanto
2018,茨�,yellowfin_tuna,30,ibaraki,8,8,3,kanto
2018,茨�,other_tuna,0.25,ibaraki,8,8,3,kanto
2018,茨�,marlin,NA,ibaraki,8,8,3,kanto
2018,茨�,swordfish,NA,ibaraki,8,8,3,kanto
2018,茨�,blue_marlin,NA,ibaraki,8,8,3,kanto
2018,茨�,other_kajiki,NA,ibaraki,8,8,3,kanto
2018,茨�,skipjack,536,ibaraki,8,8,3,kanto
2018,茨�,auxis,0,ibaraki,8,8,3,kanto
2018,茨�,shark,8,ibaraki,8,8,3,kanto
2018,茨�,salmon,1,ibaraki,8,8,3,kanto
2018,茨�,trout,0.25,ibaraki,8,8,3,kanto
2018,茨�,shad,NA,ibaraki,8,8,3,kanto
2018,茨�,herring,0,ibaraki,8,8,3,kanto
2018,茨�,japanese_sardine,6265,ibaraki,8,8,3,kanto
2018,茨�,round_herring,4,ibaraki,8,8,3,kanto
2018,茨�,japanese_anchovy,25,ibaraki,8,8,3,kanto
2018,茨�,whitebait,2571,ibaraki,8,8,3,kanto
2018,茨�,japanese_jack_mackerel,72,ibaraki,8,8,3,kanto
2018,茨�,amberstripe_scad,0.25,ibaraki,8,8,3,kanto
2018,茨�,mackerel,10639,ibaraki,8,8,3,kanto
2018,茨�,saury,NA,ibaraki,8,8,3,kanto
2018,茨�,yellowtail,330,ibaraki,8,8,3,kanto
2018,茨�,bastard_halibut,315,ibaraki,8,8,3,kanto
2018,茨�,righteye_flounder,213,ibaraki,8,8,3,kanto
2018,茨�,cod,3,ibaraki,8,8,3,kanto
2018,茨�,pollock,0.25,ibaraki,8,8,3,kanto
2018,茨�,atka_mackerel,0,ibaraki,8,8,3,kanto
2018,茨�,broadbanded_thornyhead,95,ibaraki,8,8,3,kanto
2018,茨�,sandfish,0,ibaraki,8,8,3,kanto
2018,茨�,smelt,0.25,ibaraki,8,8,3,kanto
2018,茨�,conger_eel,162,ibaraki,8,8,3,kanto
2018,茨�,largehead_hairtail,10,ibaraki,8,8,3,kanto
2018,茨�,japanese_seabream,65,ibaraki,8,8,3,kanto
2018,茨�,crimson_seabream_and_yellowback_seabream,14,ibaraki,8,8,3,kanto
2018,茨�,blackhead_seabream_and_goldlined_seabream,1,ibaraki,8,8,3,kanto
2018,茨�,threeline_grunt,0,ibaraki,8,8,3,kanto
2018,茨�,japanese_spanish_mackerel,4,ibaraki,8,8,3,kanto
2018,茨�,japanese_seabass,44,ibaraki,8,8,3,kanto
2018,茨�,sand_lance,24,ibaraki,8,8,3,kanto
2018,茨�,tilefish,0,ibaraki,8,8,3,kanto
2018,茨�,pufferfish,34,ibaraki,8,8,3,kanto
2018,茨�,other_fish,199,ibaraki,8,8,3,kanto
2018,茨�,spiny_lobster,96,ibaraki,8,8,3,kanto
2018,茨�,japanese_shrimp,4,ibaraki,8,8,3,kanto
2018,茨�,other_shrimp,47,ibaraki,8,8,3,kanto
2018,茨�,snow_crab,NA,ibaraki,8,8,3,kanto
2018,茨�,red_snow_crab,NA,ibaraki,8,8,3,kanto
2018,茨�,swimming_crab,25,ibaraki,8,8,3,kanto
2018,茨�,other_crab,NA,ibaraki,8,8,3,kanto
2018,茨�,krill,0.25,ibaraki,8,8,3,kanto
2018,茨�,abalone,117,ibaraki,8,8,3,kanto
2018,茨�,spiny_top_shell,0,ibaraki,8,8,3,kanto
2018,茨�,manila_clam,0,ibaraki,8,8,3,kanto
2018,茨�,scallop,0,ibaraki,8,8,3,kanto
2018,茨�,other_shellfish,203,ibaraki,8,8,3,kanto
2018,茨�,japanese_common_squid,164,ibaraki,8,8,3,kanto
2018,茨�,neon_flying_squid,0.25,ibaraki,8,8,3,kanto
2018,茨�,other_squid,256,ibaraki,8,8,3,kanto
2018,茨�,octopus,433,ibaraki,8,8,3,kanto
2018,茨�,sea_urchin,1,ibaraki,8,8,3,kanto
2018,茨�,marine_mammals,0,ibaraki,8,8,3,kanto
2018,茨�,other_fish.1,19,ibaraki,8,8,3,kanto
2018,茨�,kelp,0,ibaraki,8,8,3,kanto
2018,茨�,other_seaweed,2,ibaraki,8,8,3,kanto
2018,卑�,bluefin_tuna,165,chiba,12,9,3,kanto
2018,卑�,southern_bluefin_tuna,0,chiba,12,9,3,kanto
2018,卑�,albacore_tuna,NA,chiba,12,9,3,kanto
2018,卑�,bigeye_tuna,NA,chiba,12,9,3,kanto
2018,卑�,yellowfin_tuna,NA,chiba,12,9,3,kanto
2018,卑�,other_tuna,0,chiba,12,9,3,kanto
2018,卑�,marlin,196,chiba,12,9,3,kanto
2018,卑�,swordfish,73,chiba,12,9,3,kanto
2018,卑�,blue_marlin,6,chiba,12,9,3,kanto
2018,卑�,other_kajiki,0.25,chiba,12,9,3,kanto
2018,卑�,skipjack,100,chiba,12,9,3,kanto
2018,卑�,auxis,47,chiba,12,9,3,kanto
2018,卑�,shark,28,chiba,12,9,3,kanto
2018,卑�,salmon,0,chiba,12,9,3,kanto
2018,卑�,trout,0,chiba,12,9,3,kanto
2018,卑�,shad,97,chiba,12,9,3,kanto
2018,卑�,herring,0,chiba,12,9,3,kanto
2018,卑�,japanese_sardine,3319,chiba,12,9,3,kanto
2018,卑�,round_herring,13,chiba,12,9,3,kanto
2018,卑�,japanese_anchovy,371,chiba,12,9,3,kanto
2018,卑�,whitebait,34,chiba,12,9,3,kanto
2018,卑�,japanese_jack_mackerel,345,chiba,12,9,3,kanto
2018,卑�,amberstripe_scad,1,chiba,12,9,3,kanto
2018,卑�,mackerel,3000,chiba,12,9,3,kanto
2018,卑�,saury,651,chiba,12,9,3,kanto
2018,卑�,yellowtail,3347,chiba,12,9,3,kanto
2018,卑�,bastard_halibut,320,chiba,12,9,3,kanto
2018,卑�,righteye_flounder,160,chiba,12,9,3,kanto
2018,卑�,cod,0.25,chiba,12,9,3,kanto
2018,卑�,pollock,0,chiba,12,9,3,kanto
2018,卑�,atka_mackerel,0,chiba,12,9,3,kanto
2018,卑�,broadbanded_thornyhead,0.25,chiba,12,9,3,kanto
2018,卑�,sandfish,0,chiba,12,9,3,kanto
2018,卑�,smelt,0,chiba,12,9,3,kanto
2018,卑�,conger_eel,175,chiba,12,9,3,kanto
2018,卑�,largehead_hairtail,33,chiba,12,9,3,kanto
2018,卑�,japanese_seabream,255,chiba,12,9,3,kanto
2018,卑�,crimson_seabream_and_yellowback_seabream,83,chiba,12,9,3,kanto
2018,卑�,blackhead_seabream_and_goldlined_seabream,124,chiba,12,9,3,kanto
2018,卑�,threeline_grunt,85,chiba,12,9,3,kanto
2018,卑�,japanese_spanish_mackerel,320,chiba,12,9,3,kanto
2018,卑�,japanese_seabass,625,chiba,12,9,3,kanto
2018,卑�,sand_lance,0,chiba,12,9,3,kanto
2018,卑�,tilefish,3,chiba,12,9,3,kanto
2018,卑�,pufferfish,111,chiba,12,9,3,kanto
2018,卑�,other_fish,4225,chiba,12,9,3,kanto
2018,卑�,spiny_lobster,1054,chiba,12,9,3,kanto
2018,卑�,japanese_shrimp,9,chiba,12,9,3,kanto
2018,卑�,other_shrimp,17,chiba,12,9,3,kanto
2018,卑�,snow_crab,NA,chiba,12,9,3,kanto
2018,卑�,red_snow_crab,0,chiba,12,9,3,kanto
2018,卑�,swimming_crab,NA,chiba,12,9,3,kanto
2018,卑�,other_crab,12,chiba,12,9,3,kanto
2018,卑�,krill,0,chiba,12,9,3,kanto
2018,卑�,abalone,1008,chiba,12,9,3,kanto
2018,卑�,spiny_top_shell,241,chiba,12,9,3,kanto
2018,卑�,manila_clam,5,chiba,12,9,3,kanto
2018,卑�,scallop,0,chiba,12,9,3,kanto
2018,卑�,other_shellfish,1878,chiba,12,9,3,kanto
2018,卑�,japanese_common_squid,77,chiba,12,9,3,kanto
2018,卑�,neon_flying_squid,0.25,chiba,12,9,3,kanto
2018,卑�,other_squid,226,chiba,12,9,3,kanto
2018,卑�,octopus,225,chiba,12,9,3,kanto
2018,卑�,sea_urchin,0.25,chiba,12,9,3,kanto
2018,卑�,marine_mammals,2,chiba,12,9,3,kanto
2018,卑�,other_fish.1,138,chiba,12,9,3,kanto
2018,卑�,kelp,0,chiba,12,9,3,kanto
2018,卑�,other_seaweed,298,chiba,12,9,3,kanto
2018,東京,bluefin_tuna,245,tokyo,13,10,3,kanto
2018,東京,southern_bluefin_tuna,0,tokyo,13,10,3,kanto
2018,東京,albacore_tuna,254,tokyo,13,10,3,kanto
2018,東京,bigeye_tuna,2321,tokyo,13,10,3,kanto
2018,東京,yellowfin_tuna,3526,tokyo,13,10,3,kanto
2018,東京,other_tuna,0,tokyo,13,10,3,kanto
2018,東京,marlin,14,tokyo,13,10,3,kanto
2018,東京,swordfish,465,tokyo,13,10,3,kanto
2018,東京,blue_marlin,19,tokyo,13,10,3,kanto
2018,東京,other_kajiki,1,tokyo,13,10,3,kanto
2018,東京,skipjack,6331,tokyo,13,10,3,kanto
2018,東京,auxis,0.25,tokyo,13,10,3,kanto
2018,東京,shark,88,tokyo,13,10,3,kanto
2018,東京,salmon,0,tokyo,13,10,3,kanto
2018,東京,trout,0,tokyo,13,10,3,kanto
2018,東京,shad,7,tokyo,13,10,3,kanto
2018,東京,herring,0,tokyo,13,10,3,kanto
2018,東京,japanese_sardine,0,tokyo,13,10,3,kanto
2018,東京,round_herring,0,tokyo,13,10,3,kanto
2018,東京,japanese_anchovy,0,tokyo,13,10,3,kanto
2018,東京,whitebait,0,tokyo,13,10,3,kanto
2018,東京,japanese_jack_mackerel,0.25,tokyo,13,10,3,kanto
2018,東京,amberstripe_scad,27,tokyo,13,10,3,kanto
2018,東京,mackerel,1,tokyo,13,10,3,kanto
2018,東京,saury,NA,tokyo,13,10,3,kanto
2018,東京,yellowtail,7,tokyo,13,10,3,kanto
2018,東京,bastard_halibut,0.25,tokyo,13,10,3,kanto
2018,東京,righteye_flounder,44,tokyo,13,10,3,kanto
2018,東京,cod,0,tokyo,13,10,3,kanto
2018,東京,pollock,0,tokyo,13,10,3,kanto
2018,東京,atka_mackerel,0,tokyo,13,10,3,kanto
2018,東京,broadbanded_thornyhead,0,tokyo,13,10,3,kanto
2018,東京,sandfish,0,tokyo,13,10,3,kanto
2018,東京,smelt,0,tokyo,13,10,3,kanto
2018,東京,conger_eel,NA,tokyo,13,10,3,kanto
2018,東京,largehead_hairtail,0,tokyo,13,10,3,kanto
2018,東京,japanese_seabream,0.25,tokyo,13,10,3,kanto
2018,東京,crimson_seabream_and_yellowback_seabream,0.25,tokyo,13,10,3,kanto
2018,東京,blackhead_seabream_and_goldlined_seabream,1,tokyo,13,10,3,kanto
2018,東京,threeline_grunt,14,tokyo,13,10,3,kanto
2018,東京,japanese_spanish_mackerel,8,tokyo,13,10,3,kanto
2018,東京,japanese_seabass,149,tokyo,13,10,3,kanto
2018,東京,sand_lance,0,tokyo,13,10,3,kanto
2018,東京,tilefish,0,tokyo,13,10,3,kanto
2018,東京,pufferfish,0.25,tokyo,13,10,3,kanto
2018,東京,other_fish,2519,tokyo,13,10,3,kanto
2018,東京,spiny_lobster,121,tokyo,13,10,3,kanto
2018,東京,japanese_shrimp,0,tokyo,13,10,3,kanto
2018,東京,other_shrimp,0.25,tokyo,13,10,3,kanto
2018,東京,snow_crab,0,tokyo,13,10,3,kanto
2018,東京,red_snow_crab,0,tokyo,13,10,3,kanto
2018,東京,swimming_crab,0.25,tokyo,13,10,3,kanto
2018,東京,other_crab,542,tokyo,13,10,3,kanto
2018,東京,krill,0,tokyo,13,10,3,kanto
2018,東京,abalone,3,tokyo,13,10,3,kanto
2018,東京,spiny_top_shell,12,tokyo,13,10,3,kanto
2018,東京,manila_clam,17,tokyo,13,10,3,kanto
2018,東京,scallop,0,tokyo,13,10,3,kanto
2018,東京,other_shellfish,22,tokyo,13,10,3,kanto
2018,東京,japanese_common_squid,0.25,tokyo,13,10,3,kanto
2018,東京,neon_flying_squid,0,tokyo,13,10,3,kanto
2018,東京,other_squid,97,tokyo,13,10,3,kanto
2018,東京,octopus,1,tokyo,13,10,3,kanto
2018,東京,sea_urchin,0,tokyo,13,10,3,kanto
2018,東京,marine_mammals,0,tokyo,13,10,3,kanto
2018,東京,other_fish.1,9,tokyo,13,10,3,kanto
2018,東京,kelp,0,tokyo,13,10,3,kanto
2018,東京,other_seaweed,108,tokyo,13,10,3,kanto
2018,神奈�,bluefin_tuna,827,kanagawa,14,11,3,kanto
2018,神奈�,southern_bluefin_tuna,0,kanagawa,14,11,3,kanto
2018,神奈�,albacore_tuna,231,kanagawa,14,11,3,kanto
2018,神奈�,bigeye_tuna,2279,kanagawa,14,11,3,kanto
2018,神奈�,yellowfin_tuna,2161,kanagawa,14,11,3,kanto
2018,神奈�,other_tuna,0,kanagawa,14,11,3,kanto
2018,神奈�,marlin,48,kanagawa,14,11,3,kanto
2018,神奈�,swordfish,308,kanagawa,14,11,3,kanto
2018,神奈�,blue_marlin,51,kanagawa,14,11,3,kanto
2018,神奈�,other_kajiki,2,kanagawa,14,11,3,kanto
2018,神奈�,skipjack,4155,kanagawa,14,11,3,kanto
2018,神奈�,auxis,33,kanagawa,14,11,3,kanto
2018,神奈�,shark,712,kanagawa,14,11,3,kanto
2018,神奈�,salmon,NA,kanagawa,14,11,3,kanto
2018,神奈�,trout,0,kanagawa,14,11,3,kanto
2018,神奈�,shad,16,kanagawa,14,11,3,kanto
2018,神奈�,herring,0,kanagawa,14,11,3,kanto
2018,神奈�,japanese_sardine,122,kanagawa,14,11,3,kanto
