"","EngName","year","stock","production_vol_t"
"1","Abalones nei",1962,"single_stock",4878.25
"2","Abalones nei",1963,"single_stock",4907
"3","Abalones nei",1964,"single_stock",4508.5
"4","Abalones nei",1965,"single_stock",4340.25
"5","Abalones nei",1966,"single_stock",5580.25
"6","Abalones nei",1967,"single_stock",5957.25
"7","Abalones nei",1968,"single_stock",4889
"8","Abalones nei",1969,"single_stock",6463
"9","Abalones nei",1970,"single_stock",6466
"10","Abalones nei",1971,"single_stock",5659
"11","Abalones nei",1972,"single_stock",5815
"12","Abalones nei",1973,"single_stock",5839
"13","Abalones nei",1974,"single_stock",4971
"14","Abalones nei",1975,"single_stock",5416
"15","Abalones nei",1976,"single_stock",5655
"16","Abalones nei",1977,"single_stock",5203
"17","Abalones nei",1978,"single_stock",5377
"18","Abalones nei",1979,"single_stock",4852
"19","Abalones nei",1980,"single_stock",4878
"20","Abalones nei",1981,"single_stock",4707.25
"21","Abalones nei",1982,"single_stock",4606.25
"22","Abalones nei",1983,"single_stock",4578.25
"23","Abalones nei",1984,"single_stock",3898.5
"24","Abalones nei",1985,"single_stock",4580.25
"25","Abalones nei",1986,"single_stock",4511.5
"26","Abalones nei",1987,"single_stock",4189.25
"27","Abalones nei",1988,"single_stock",3913
"28","Abalones nei",1989,"single_stock",3571
"29","Abalones nei",1990,"single_stock",3353
"30","Abalones nei",1991,"single_stock",3066
"31","Abalones nei",1992,"single_stock",2496
"32","Abalones nei",1993,"single_stock",2353
"33","Abalones nei",1994,"single_stock",2164
"34","Abalones nei",1995,"single_stock",1982.5
"35","Abalones nei",1996,"single_stock",1943.5
"36","Abalones nei",1997,"single_stock",2218.5
"37","Abalones nei",1998,"single_stock",2269.5
"38","Abalones nei",1999,"single_stock",2108.75
"39","Abalones nei",2000,"single_stock",2144.75
"40","Abalones nei",2001,"single_stock",1982.75
"41","Abalones nei",2002,"single_stock",2221.75
"42","Abalones nei",2003,"single_stock",2180.75
"43","Abalones nei",2004,"single_stock",1995.75
"44","Abalones nei",2005,"single_stock",1765.75
"45","Abalones nei",2006,"single_stock",1978
"46","Abalones nei",2007,"single_stock",2061
"47","Abalones nei",2008,"single_stock",1684.75
"48","Abalones nei",2009,"single_stock",1854.75
"49","Abalones nei",2010,"single_stock",1459.75
"50","Abalones nei",2011,"single_stock",1258.75
"51","Abalones nei",2012,"single_stock",1266.5
"52","Abalones nei",2013,"single_stock",1397.75
"53","Abalones nei",2014,"single_stock",1163.25
"54","Abalones nei",2015,"single_stock",1305
"55","Alaska pollock(=Walleye poll.)",1962,"pacific_stock",387451.25
"56","Alaska pollock(=Walleye poll.)",1962,"sea_of_japan_north_stock",2958
"57","Alaska pollock(=Walleye poll.)",1963,"pacific_stock",413881
"58","Alaska pollock(=Walleye poll.)",1963,"sea_of_japan_north_stock",3277
"59","Alaska pollock(=Walleye poll.)",1964,"pacific_stock",674400.5
"60","Alaska pollock(=Walleye poll.)",1964,"sea_of_japan_north_stock",8601.5
"61","Alaska pollock(=Walleye poll.)",1965,"pacific_stock",684035
"62","Alaska pollock(=Walleye poll.)",1965,"sea_of_japan_north_stock",6859
"63","Alaska pollock(=Walleye poll.)",1966,"pacific_stock",760704
"64","Alaska pollock(=Walleye poll.)",1966,"sea_of_japan_north_stock",14085
"65","Alaska pollock(=Walleye poll.)",1967,"pacific_stock",1232277
"66","Alaska pollock(=Walleye poll.)",1967,"sea_of_japan_north_stock",14728
"67","Alaska pollock(=Walleye poll.)",1968,"pacific_stock",1582946
"68","Alaska pollock(=Walleye poll.)",1968,"sea_of_japan_north_stock",23078
"69","Alaska pollock(=Walleye poll.)",1969,"pacific_stock",1876491
"70","Alaska pollock(=Walleye poll.)",1969,"sea_of_japan_north_stock",67829
"71","Alaska pollock(=Walleye poll.)",1970,"pacific_stock",2257407
"72","Alaska pollock(=Walleye poll.)",1970,"sea_of_japan_north_stock",89303
"73","Alaska pollock(=Walleye poll.)",1971,"pacific_stock",2512872
"74","Alaska pollock(=Walleye poll.)",1971,"sea_of_japan_north_stock",194571
"75","Alaska pollock(=Walleye poll.)",1972,"pacific_stock",2802242
"76","Alaska pollock(=Walleye poll.)",1972,"sea_of_japan_north_stock",233043
"77","Alaska pollock(=Walleye poll.)",1973,"pacific_stock",2842713
"78","Alaska pollock(=Walleye poll.)",1973,"sea_of_japan_north_stock",176157
"79","Alaska pollock(=Walleye poll.)",1974,"pacific_stock",2735651
"80","Alaska pollock(=Walleye poll.)",1974,"sea_of_japan_north_stock",120245
"81","Alaska pollock(=Walleye poll.)",1975,"pacific_stock",2575420
"82","Alaska pollock(=Walleye poll.)",1975,"sea_of_japan_north_stock",101951
"83","Alaska pollock(=Walleye poll.)",1976,"pacific_stock",2330854
"84","Alaska pollock(=Walleye poll.)",1976,"sea_of_japan_north_stock",114569
"85","Alaska pollock(=Walleye poll.)",1977,"pacific_stock",1831099
"86","Alaska pollock(=Walleye poll.)",1977,"sea_of_japan_north_stock",99973
"87","Alaska pollock(=Walleye poll.)",1978,"pacific_stock",1463031
"88","Alaska pollock(=Walleye poll.)",1978,"sea_of_japan_north_stock",83146
"89","Alaska pollock(=Walleye poll.)",1979,"pacific_stock",1472549
"90","Alaska pollock(=Walleye poll.)",1979,"sea_of_japan_north_stock",78564
"91","Alaska pollock(=Walleye poll.)",1980,"pacific_stock",1457968
"92","Alaska pollock(=Walleye poll.)",1980,"sea_of_japan_north_stock",94455
"93","Alaska pollock(=Walleye poll.)",1981,"pacific_stock",1499755
"94","Alaska pollock(=Walleye poll.)",1981,"sea_of_japan_north_stock",95550
"95","Alaska pollock(=Walleye poll.)",1982,"pacific_stock",1473689
"96","Alaska pollock(=Walleye poll.)",1982,"sea_of_japan_north_stock",93792
"97","Alaska pollock(=Walleye poll.)",1983,"pacific_stock",1347663
"98","Alaska pollock(=Walleye poll.)",1983,"sea_of_japan_north_stock",86765
"99","Alaska pollock(=Walleye poll.)",1984,"pacific_stock",1534939.25
"100","Alaska pollock(=Walleye poll.)",1984,"sea_of_japan_north_stock",86412
"101","Alaska pollock(=Walleye poll.)",1985,"pacific_stock",1469531
"102","Alaska pollock(=Walleye poll.)",1985,"sea_of_japan_north_stock",62780
"103","Alaska pollock(=Walleye poll.)",1986,"pacific_stock",1368969
"104","Alaska pollock(=Walleye poll.)",1986,"sea_of_japan_north_stock",52813
"105","Alaska pollock(=Walleye poll.)",1987,"pacific_stock",1255286
"106","Alaska pollock(=Walleye poll.)",1987,"sea_of_japan_north_stock",57223
"107","Alaska pollock(=Walleye poll.)",1988,"pacific_stock",1202035
"108","Alaska pollock(=Walleye poll.)",1988,"sea_of_japan_north_stock",57060
"109","Alaska pollock(=Walleye poll.)",1989,"pacific_stock",1070805
"110","Alaska pollock(=Walleye poll.)",1989,"sea_of_japan_north_stock",82945.25
"111","Alaska pollock(=Walleye poll.)",1990,"pacific_stock",836190
"112","Alaska pollock(=Walleye poll.)",1990,"sea_of_japan_north_stock",35218
"113","Alaska pollock(=Walleye poll.)",1991,"pacific_stock",533224
"114","Alaska pollock(=Walleye poll.)",1991,"sea_of_japan_north_stock",7722
"115","Alaska pollock(=Walleye poll.)",1992,"pacific_stock",492424
"116","Alaska pollock(=Walleye poll.)",1992,"sea_of_japan_north_stock",6332
"117","Alaska pollock(=Walleye poll.)",1993,"pacific_stock",377374
"118","Alaska pollock(=Walleye poll.)",1993,"sea_of_japan_north_stock",4934
"119","Alaska pollock(=Walleye poll.)",1994,"pacific_stock",375632
"120","Alaska pollock(=Walleye poll.)",1994,"sea_of_japan_north_stock",3719
"121","Alaska pollock(=Walleye poll.)",1995,"pacific_stock",334743
"122","Alaska pollock(=Walleye poll.)",1995,"sea_of_japan_north_stock",3765.5
"123","Alaska pollock(=Walleye poll.)",1996,"pacific_stock",328163
"124","Alaska pollock(=Walleye poll.)",1996,"sea_of_japan_north_stock",3000.75
"125","Alaska pollock(=Walleye poll.)",1997,"pacific_stock",336357
"126","Alaska pollock(=Walleye poll.)",1997,"sea_of_japan_north_stock",2428
"127","Alaska pollock(=Walleye poll.)",1998,"pacific_stock",313723.25
"128","Alaska pollock(=Walleye poll.)",1998,"sea_of_japan_north_stock",2262.25
"129","Alaska pollock(=Walleye poll.)",1999,"pacific_stock",380459
"130","Alaska pollock(=Walleye poll.)",1999,"sea_of_japan_north_stock",1925.75
"131","Alaska pollock(=Walleye poll.)",2000,"pacific_stock",298162.25
"132","Alaska pollock(=Walleye poll.)",2000,"sea_of_japan_north_stock",1839.5
"133","Alaska pollock(=Walleye poll.)",2001,"pacific_stock",240246.25
"134","Alaska pollock(=Walleye poll.)",2001,"sea_of_japan_north_stock",1635
"135","Alaska pollock(=Walleye poll.)",2002,"pacific_stock",211809
"136","Alaska pollock(=Walleye poll.)",2002,"sea_of_japan_north_stock",1445.75
"137","Alaska pollock(=Walleye poll.)",2003,"pacific_stock",218375
"138","Alaska pollock(=Walleye poll.)",2003,"sea_of_japan_north_stock",1277.75
"139","Alaska pollock(=Walleye poll.)",2004,"pacific_stock",238127
"140","Alaska pollock(=Walleye poll.)",2004,"sea_of_japan_north_stock",1248.75
"141","Alaska pollock(=Walleye poll.)",2005,"pacific_stock",192913.25
"142","Alaska pollock(=Walleye poll.)",2005,"sea_of_japan_north_stock",1135.5
"143","Alaska pollock(=Walleye poll.)",2006,"pacific_stock",205829.25
"144","Alaska pollock(=Walleye poll.)",2006,"sea_of_japan_north_stock",966
"145","Alaska pollock(=Walleye poll.)",2007,"pacific_stock",215602
"146","Alaska pollock(=Walleye poll.)",2007,"sea_of_japan_north_stock",1034.75
"147","Alaska pollock(=Walleye poll.)",2008,"pacific_stock",210043
"148","Alaska pollock(=Walleye poll.)",2008,"sea_of_japan_north_stock",994
"149","Alaska pollock(=Walleye poll.)",2009,"pacific_stock",226706
"150","Alaska pollock(=Walleye poll.)",2009,"sea_of_japan_north_stock",554.5
"151","Alaska pollock(=Walleye poll.)",2010,"pacific_stock",250728
"152","Alaska pollock(=Walleye poll.)",2010,"sea_of_japan_north_stock",440
"153","Alaska pollock(=Walleye poll.)",2011,"pacific_stock",238514
"154","Alaska pollock(=Walleye poll.)",2011,"sea_of_japan_north_stock",406.5
"155","Alaska pollock(=Walleye poll.)",2012,"pacific_stock",229563
"156","Alaska pollock(=Walleye poll.)",2012,"sea_of_japan_north_stock",259.75
"157","Alaska pollock(=Walleye poll.)",2013,"pacific_stock",229293
"158","Alaska pollock(=Walleye poll.)",2013,"sea_of_japan_north_stock",285.75
"159","Alaska pollock(=Walleye poll.)",2014,"pacific_stock",194608
"160","Alaska pollock(=Walleye poll.)",2014,"sea_of_japan_north_stock",312.25
"161","Alaska pollock(=Walleye poll.)",2015,"pacific_stock",179778.25
"162","Alaska pollock(=Walleye poll.)",2015,"sea_of_japan_north_stock",188.25
"163","Albacore",1962,"single_stock",56002.25
"164","Albacore",1963,"single_stock",64803.75
"165","Albacore",1964,"single_stock",114801.5
"166","Albacore",1965,"single_stock",127338.25
"167","Albacore",1966,"single_stock",106257.5
"168","Albacore",1967,"single_stock",97980.5
"169","Albacore",1968,"single_stock",70292
"170","Albacore",1969,"single_stock",77870
"171","Albacore",1970,"single_stock",63626
"172","Albacore",1971,"single_stock",88140
"173","Albacore",1972,"single_stock",92104
"174","Albacore",1973,"single_stock",93679
"175","Albacore",1974,"single_stock",97163
"176","Albacore",1975,"single_stock",68861
"177","Albacore",1976,"single_stock",107071
"178","Albacore",1977,"single_stock",54027
"179","Albacore",1978,"single_stock",87672
"180","Albacore",1979,"single_stock",66821
"181","Albacore",1980,"single_stock",69676.25
"182","Albacore",1981,"single_stock",64085
"183","Albacore",1982,"single_stock",70043
"184","Albacore",1983,"single_stock",51512.5
"185","Albacore",1984,"single_stock",63624
"186","Albacore",1985,"single_stock",57820
"187","Albacore",1986,"single_stock",51136.25
"188","Albacore",1987,"single_stock",46945.25
"189","Albacore",1988,"single_stock",45151
"190","Albacore",1989,"single_stock",45273.25
"191","Albacore",1990,"single_stock",43315
"192","Albacore",1991,"single_stock",38213
"193","Albacore",1992,"single_stock",48709
"194","Albacore",1993,"single_stock",60331
"195","Albacore",1994,"single_stock",73993
"196","Albacore",1995,"single_stock",63628.75
"197","Albacore",1996,"single_stock",61147.5
"198","Albacore",1997,"single_stock",83959.25
"199","Albacore",1998,"single_stock",74161
"200","Albacore",1999,"single_stock",100688
"201","Albacore",2000,"single_stock",66431.5
"202","Albacore",2001,"single_stock",69803.5
"203","Albacore",2002,"single_stock",90103
"204","Albacore",2003,"single_stock",68275
"205","Albacore",2004,"single_stock",69377
"206","Albacore",2005,"single_stock",52999.25
"207","Albacore",2006,"single_stock",50630.75
"208","Albacore",2007,"single_stock",78033.75
"209","Albacore",2008,"single_stock",52308.25
"210","Albacore",2009,"single_stock",64055
"211","Albacore",2010,"single_stock",52738
"212","Albacore",2011,"single_stock",59287.5
"213","Albacore",2012,"single_stock",75450
"214","Albacore",2013,"single_stock",70076
"215","Albacore",2014,"single_stock",60542.25
"216","Albacore",2015,"single_stock",52373.25
"217","Amberstripe scad",1962,"single_stock",19218.75
"218","Amberstripe scad",1963,"single_stock",21679.25
"219","Amberstripe scad",1964,"single_stock",22101
"220","Amberstripe scad",1965,"single_stock",33602.5
"221","Amberstripe scad",1966,"single_stock",37303.5
"222","Amberstripe scad",1967,"single_stock",95474
"223","Amberstripe scad",1968,"single_stock",46715
"224","Amberstripe scad",1969,"single_stock",57771
"225","Amberstripe scad",1970,"single_stock",53751
"226","Amberstripe scad",1971,"single_stock",44600
"227","Amberstripe scad",1972,"single_stock",42064
"228","Amberstripe scad",1973,"single_stock",54666
"229","Amberstripe scad",1974,"single_stock",50235
"230","Amberstripe scad",1975,"single_stock",49647
"231","Amberstripe scad",1976,"single_stock",78963
"232","Amberstripe scad",1977,"single_stock",98344
"233","Amberstripe scad",1978,"single_stock",95140
"234","Amberstripe scad",1979,"single_stock",101368
"235","Amberstripe scad",1980,"single_stock",91313.25
"236","Amberstripe scad",1981,"single_stock",60416.5
"237","Amberstripe scad",1982,"single_stock",69089.5
"238","Amberstripe scad",1983,"single_stock",43970.5
"239","Amberstripe scad",1984,"single_stock",98153.25
"240","Amberstripe scad",1985,"single_stock",71666.25
"241","Amberstripe scad",1986,"single_stock",70653.75
"242","Amberstripe scad",1987,"single_stock",70625.25
"243","Amberstripe scad",1988,"single_stock",62590.25
"244","Amberstripe scad",1989,"single_stock",98298.25
"245","Amberstripe scad",1990,"single_stock",109250
"246","Amberstripe scad",1991,"single_stock",91795
"247","Amberstripe scad",1992,"single_stock",62101
"248","Amberstripe scad",1993,"single_stock",49913
"249","Amberstripe scad",1994,"single_stock",47810
"250","Amberstripe scad",1995,"single_stock",72109.5
"251","Amberstripe scad",1996,"single_stock",57320.75
"252","Amberstripe scad",1997,"single_stock",50099.25
"253","Amberstripe scad",1998,"single_stock",59078.5
"254","Amberstripe scad",1999,"single_stock",47158
"255","Amberstripe scad",2000,"single_stock",36417.25
"256","Amberstripe scad",2001,"single_stock",41234.5
"257","Amberstripe scad",2002,"single_stock",41832.25
"258","Amberstripe scad",2003,"single_stock",37828.5
"259","Amberstripe scad",2004,"single_stock",26181.75
"260","Amberstripe scad",2005,"single_stock",22897
"261","Amberstripe scad",2006,"single_stock",23671.75
"262","Amberstripe scad",2007,"single_stock",25651.75
"263","Amberstripe scad",2008,"single_stock",34710.75
"264","Amberstripe scad",2009,"single_stock",26956.25
"265","Amberstripe scad",2010,"single_stock",25064.75
"266","Amberstripe scad",2011,"single_stock",25053.25
"267","Amberstripe scad",2012,"single_stock",23970.5
"268","Amberstripe scad",2013,"single_stock",24204.25
"269","Amberstripe scad",2014,"single_stock",16438
"270","Amberstripe scad",2015,"single_stock",14838.5
"271","Antarctic krill nei",1995,"single_stock",60783.25
"272","Antarctic krill nei",1996,"single_stock",58890
"273","Antarctic krill nei",1997,"single_stock",63028.5
"274","Antarctic krill nei",1998,"single_stock",67945
"275","Antarctic krill nei",1999,"single_stock",49784
"276","Antarctic krill nei",2000,"single_stock",74073
"277","Antarctic krill nei",2001,"single_stock",49618
"278","Antarctic krill nei",2002,"single_stock",41200
"279","Antarctic krill nei",2003,"single_stock",50916
"280","Antarctic krill nei",2004,"single_stock",46668
"281","Antarctic krill nei",2005,"single_stock",46042
"282","Antarctic krill nei",2006,"single_stock",37227.25
"283","Antarctic krill nei",2007,"single_stock",38728.5
"284","Antarctic krill nei",2008,"single_stock",41562.25
"285","Antarctic krill nei",2009,"single_stock",29983
"286","Antarctic krill nei",2010,"single_stock",40503.25
"287","Antarctic krill nei",2011,"single_stock",3168.5
"288","Antarctic krill nei",2012,"single_stock",18855
"289","Antarctic krill nei",2013,"single_stock",26235.25
"290","Antarctic krill nei",2014,"single_stock",16704
"291","Antarctic krill nei",2015,"single_stock",26662
"292","Bastard halibut",1962,"pacific_central_stock",773.25
"293","Bastard halibut",1962,"pacific_north_stock",2523
"294","Bastard halibut",1962,"sea_of_japan_north_central_stock",1582
"295","Bastard halibut",1962,"sea_of_japan_west_east_china_sea_stock",1058
"296","Bastard halibut",1962,"seto_inland_sea_stock",787
"297","Bastard halibut",1963,"pacific_central_stock",1306
"298","Bastard halibut",1963,"pacific_north_stock",3694
"299","Bastard halibut",1963,"sea_of_japan_north_central_stock",1977
"300","Bastard halibut",1963,"sea_of_japan_west_east_china_sea_stock",1511.25
"301","Bastard halibut",1963,"seto_inland_sea_stock",999.5
"302","Bastard halibut",1964,"pacific_central_stock",600.75
"303","Bastard halibut",1964,"pacific_north_stock",3500.25
"304","Bastard halibut",1964,"sea_of_japan_north_central_stock",1600.75
"305","Bastard halibut",1964,"sea_of_japan_west_east_china_sea_stock",1401.25
"306","Bastard halibut",1964,"seto_inland_sea_stock",702.25
"307","Bastard halibut",1965,"pacific_central_stock",1181
"308","Bastard halibut",1965,"pacific_north_stock",2069
"309","Bastard halibut",1965,"sea_of_japan_north_central_stock",1832
"310","Bastard halibut",1965,"sea_of_japan_west_east_china_sea_stock",1390.25
"311","Bastard halibut",1965,"seto_inland_sea_stock",630
"312","Bastard halibut",1966,"pacific_central_stock",1028
"313","Bastard halibut",1966,"pacific_north_stock",1909
"314","Bastard halibut",1966,"sea_of_japan_north_central_stock",2019
"315","Bastard halibut",1966,"sea_of_japan_west_east_china_sea_stock",1426
"316","Bastard halibut",1966,"seto_inland_sea_stock",699
"317","Bastard halibut",1967,"pacific_central_stock",998
"318","Bastard halibut",1967,"pacific_north_stock",2256
"319","Bastard halibut",1967,"sea_of_japan_north_central_stock",2488
"320","Bastard halibut",1967,"sea_of_japan_west_east_china_sea_stock",1691.25
"321","Bastard halibut",1967,"seto_inland_sea_stock",805
"322","Bastard halibut",1968,"pacific_central_stock",984
"323","Bastard halibut",1968,"pacific_north_stock",2073
"324","Bastard halibut",1968,"sea_of_japan_north_central_stock",2518
"325","Bastard halibut",1968,"sea_of_japan_west_east_china_sea_stock",2083
"326","Bastard halibut",1968,"seto_inland_sea_stock",1096
"327","Bastard halibut",1969,"pacific_central_stock",568
"328","Bastard halibut",1969,"pacific_north_stock",2460
"329","Bastard halibut",1969,"sea_of_japan_north_central_stock",2492
"330","Bastard halibut",1969,"sea_of_japan_west_east_china_sea_stock",1037
"331","Bastard halibut",1969,"seto_inland_sea_stock",277
"332","Bastard halibut",1970,"pacific_central_stock",673
"333","Bastard halibut",1970,"pacific_north_stock",2531
"334","Bastard halibut",1970,"sea_of_japan_north_central_stock",2544
"335","Bastard halibut",1970,"sea_of_japan_west_east_china_sea_stock",957
"336","Bastard halibut",1970,"seto_inland_sea_stock",505
"337","Bastard halibut",1971,"pacific_central_stock",680
"338","Bastard halibut",1971,"pacific_north_stock",3057
"339","Bastard halibut",1971,"sea_of_japan_north_central_stock",2676
"340","Bastard halibut",1971,"sea_of_japan_west_east_china_sea_stock",796
"341","Bastard halibut",1971,"seto_inland_sea_stock",410
"342","Bastard halibut",1972,"pacific_central_stock",700
"343","Bastard halibut",1972,"pacific_north_stock",2643
"344","Bastard halibut",1972,"sea_of_japan_north_central_stock",3348
"345","Bastard halibut",1972,"sea_of_japan_west_east_china_sea_stock",1092
"346","Bastard halibut",1972,"seto_inland_sea_stock",515
"347","Bastard halibut",1973,"pacific_central_stock",789
"348","Bastard halibut",1973,"pacific_north_stock",2523
"349","Bastard halibut",1973,"sea_of_japan_north_central_stock",4014
"350","Bastard halibut",1973,"sea_of_japan_west_east_china_sea_stock",1215
"351","Bastard halibut",1973,"seto_inland_sea_stock",413
"352","Bastard halibut",1974,"pacific_central_stock",613
"353","Bastard halibut",1974,"pacific_north_stock",2341
"354","Bastard halibut",1974,"sea_of_japan_north_central_stock",3344
"355","Bastard halibut",1974,"sea_of_japan_west_east_china_sea_stock",1333
"356","Bastard halibut",1974,"seto_inland_sea_stock",405
"357","Bastard halibut",1975,"pacific_central_stock",624
"358","Bastard halibut",1975,"pacific_north_stock",2326
"359","Bastard halibut",1975,"sea_of_japan_north_central_stock",2617
"360","Bastard halibut",1975,"sea_of_japan_west_east_china_sea_stock",1249
"361","Bastard halibut",1975,"seto_inland_sea_stock",355
"362","Bastard halibut",1976,"pacific_central_stock",609
"363","Bastard halibut",1976,"pacific_north_stock",1989
"364","Bastard halibut",1976,"sea_of_japan_north_central_stock",2843
"365","Bastard halibut",1976,"sea_of_japan_west_east_china_sea_stock",1264
"366","Bastard halibut",1976,"seto_inland_sea_stock",453
"367","Bastard halibut",1977,"pacific_central_stock",528
"368","Bastard halibut",1977,"pacific_north_stock",1676
"369","Bastard halibut",1977,"sea_of_japan_north_central_stock",2497
"370","Bastard halibut",1977,"sea_of_japan_west_east_china_sea_stock",1245
"371","Bastard halibut",1977,"seto_inland_sea_stock",500
"372","Bastard halibut",1978,"pacific_central_stock",525
"373","Bastard halibut",1978,"pacific_north_stock",1679
"374","Bastard halibut",1978,"sea_of_japan_north_central_stock",2933
"375","Bastard halibut",1978,"sea_of_japan_west_east_china_sea_stock",1452
"376","Bastard halibut",1978,"seto_inland_sea_stock",620
"377","Bastard halibut",1979,"pacific_central_stock",479
"378","Bastard halibut",1979,"pacific_north_stock",1590
"379","Bastard halibut",1979,"sea_of_japan_north_central_stock",2622
"380","Bastard halibut",1979,"sea_of_japan_west_east_china_sea_stock",1393
"381","Bastard halibut",1979,"seto_inland_sea_stock",733
"382","Bastard halibut",1980,"pacific_central_stock",457.25
"383","Bastard halibut",1980,"pacific_north_stock",1726
"384","Bastard halibut",1980,"sea_of_japan_north_central_stock",2750
"385","Bastard halibut",1980,"sea_of_japan_west_east_china_sea_stock",1499
"386","Bastard halibut",1980,"seto_inland_sea_stock",679
"387","Bastard halibut",1981,"pacific_central_stock",487.25
"388","Bastard halibut",1981,"pacific_north_stock",1412
"389","Bastard halibut",1981,"sea_of_japan_north_central_stock",2222
"390","Bastard halibut",1981,"sea_of_japan_west_east_china_sea_stock",1449
"391","Bastard halibut",1981,"seto_inland_sea_stock",752.25
"392","Bastard halibut",1982,"pacific_central_stock",423
"393","Bastard halibut",1982,"pacific_north_stock",1126
"394","Bastard halibut",1982,"sea_of_japan_north_central_stock",2488
"395","Bastard halibut",1982,"sea_of_japan_west_east_china_sea_stock",1665
"396","Bastard halibut",1982,"seto_inland_sea_stock",684
"397","Bastard halibut",1983,"pacific_central_stock",414
"398","Bastard halibut",1983,"pacific_north_stock",871
"399","Bastard halibut",1983,"sea_of_japan_north_central_stock",2776
"400","Bastard halibut",1983,"sea_of_japan_west_east_china_sea_stock",1754
"401","Bastard halibut",1983,"seto_inland_sea_stock",846
"402","Bastard halibut",1984,"pacific_central_stock",360
"403","Bastard halibut",1984,"pacific_north_stock",958
"404","Bastard halibut",1984,"sea_of_japan_north_central_stock",2260
"405","Bastard halibut",1984,"sea_of_japan_west_east_china_sea_stock",2512
"406","Bastard halibut",1984,"seto_inland_sea_stock",1005
"407","Bastard halibut",1985,"pacific_central_stock",778
"408","Bastard halibut",1985,"pacific_north_stock",1274
"409","Bastard halibut",1985,"sea_of_japan_north_central_stock",1850
"410","Bastard halibut",1985,"sea_of_japan_west_east_china_sea_stock",2980
"411","Bastard halibut",1985,"seto_inland_sea_stock",1302
"412","Bastard halibut",1986,"pacific_central_stock",917
"413","Bastard halibut",1986,"pacific_north_stock",1911
"414","Bastard halibut",1986,"sea_of_japan_north_central_stock",1699
"415","Bastard halibut",1986,"sea_of_japan_west_east_china_sea_stock",2497
"416","Bastard halibut",1986,"seto_inland_sea_stock",1333
"417","Bastard halibut",1987,"pacific_central_stock",679
"418","Bastard halibut",1987,"pacific_north_stock",1526
"419","Bastard halibut",1987,"sea_of_japan_north_central_stock",1221
"420","Bastard halibut",1987,"sea_of_japan_west_east_china_sea_stock",1685
"421","Bastard halibut",1987,"seto_inland_sea_stock",1278
"422","Bastard halibut",1988,"pacific_central_stock",470
"423","Bastard halibut",1988,"pacific_north_stock",1271
"424","Bastard halibut",1988,"sea_of_japan_north_central_stock",1279
"425","Bastard halibut",1988,"sea_of_japan_west_east_china_sea_stock",2649
"426","Bastard halibut",1988,"seto_inland_sea_stock",1317
"427","Bastard halibut",1989,"pacific_central_stock",450
"428","Bastard halibut",1989,"pacific_north_stock",835
"429","Bastard halibut",1989,"sea_of_japan_north_central_stock",1021
"430","Bastard halibut",1989,"sea_of_japan_west_east_china_sea_stock",2059
"431","Bastard halibut",1989,"seto_inland_sea_stock",1353
"432","Bastard halibut",1990,"pacific_central_stock",520
"433","Bastard halibut",1990,"pacific_north_stock",1065
"434","Bastard halibut",1990,"sea_of_japan_north_central_stock",1250
"435","Bastard halibut",1990,"sea_of_japan_west_east_china_sea_stock",1582
"436","Bastard halibut",1990,"seto_inland_sea_stock",1100
"437","Bastard halibut",1991,"pacific_central_stock",612
"438","Bastard halibut",1991,"pacific_north_stock",1332
"439","Bastard halibut",1991,"sea_of_japan_north_central_stock",1381
"440","Bastard halibut",1991,"sea_of_japan_west_east_china_sea_stock",1742
"441","Bastard halibut",1991,"seto_inland_sea_stock",1209
"442","Bastard halibut",1992,"pacific_central_stock",516
"443","Bastard halibut",1992,"pacific_north_stock",1408
"444","Bastard halibut",1992,"sea_of_japan_north_central_stock",1806
"445","Bastard halibut",1992,"sea_of_japan_west_east_china_sea_stock",1909
"446","Bastard halibut",1992,"seto_inland_sea_stock",1178
"447","Bastard halibut",1993,"pacific_central_stock",596
"448","Bastard halibut",1993,"pacific_north_stock",1033
"449","Bastard halibut",1993,"sea_of_japan_north_central_stock",1910
"450","Bastard halibut",1993,"sea_of_japan_west_east_china_sea_stock",1739
"451","Bastard halibut",1993,"seto_inland_sea_stock",1186
"452","Bastard halibut",1994,"pacific_central_stock",581
"453","Bastard halibut",1994,"pacific_north_stock",1122
"454","Bastard halibut",1994,"sea_of_japan_north_central_stock",1961
"455","Bastard halibut",1994,"sea_of_japan_west_east_china_sea_stock",1817
"456","Bastard halibut",1994,"seto_inland_sea_stock",1186
"457","Bastard halibut",1995,"pacific_central_stock",649
"458","Bastard halibut",1995,"pacific_north_stock",1484
"459","Bastard halibut",1995,"sea_of_japan_north_central_stock",2311
"460","Bastard halibut",1995,"sea_of_japan_west_east_china_sea_stock",1839
"461","Bastard halibut",1995,"seto_inland_sea_stock",1275
"462","Bastard halibut",1996,"pacific_central_stock",716
"463","Bastard halibut",1996,"pacific_north_stock",1919
"464","Bastard halibut",1996,"sea_of_japan_north_central_stock",2317
"465","Bastard halibut",1996,"sea_of_japan_west_east_china_sea_stock",2040
"466","Bastard halibut",1996,"seto_inland_sea_stock",1319
"467","Bastard halibut",1997,"pacific_central_stock",735
"468","Bastard halibut",1997,"pacific_north_stock",2305
"469","Bastard halibut",1997,"sea_of_japan_north_central_stock",2293
"470","Bastard halibut",1997,"sea_of_japan_west_east_china_sea_stock",1837
