"","EngName","year","stock","production_val_millionJPY","production_vol_t","ave_price_perKg"
"1344","Japanese amberjack",1977,"single_stock",NA,26915,NA
"1345","Japanese amberjack",1978,"single_stock",NA,37410,NA
"1346","Japanese amberjack",1979,"single_stock",NA,44969,NA
"1347","Japanese amberjack",1980,"single_stock",NA,42012,NA
"1348","Japanese amberjack",1981,"single_stock",NA,37773,NA
"1349","Japanese amberjack",1982,"single_stock",NA,38443.25,NA
"1350","Japanese amberjack",1983,"single_stock",NA,41822.25,NA
"1351","Japanese amberjack",1984,"single_stock",NA,41212.25,NA
"1352","Japanese amberjack",1985,"single_stock",NA,33422.25,NA
"1353","Japanese amberjack",1986,"single_stock",NA,33761.25,NA
"1354","Japanese amberjack",1987,"single_stock",NA,35350,NA
"1355","Japanese amberjack",1988,"single_stock",NA,34908,NA
"1356","Japanese amberjack",1989,"single_stock",NA,39690,NA
"1357","Japanese amberjack",1990,"single_stock",NA,52098,NA
"1358","Japanese amberjack",1991,"single_stock",NA,50995,NA
"1359","Japanese amberjack",1992,"single_stock",NA,55427,NA
"1360","Japanese amberjack",1993,"single_stock",NA,43248,NA
"1361","Japanese amberjack",1994,"single_stock",NA,53802,NA
"1362","Japanese amberjack",1995,"single_stock",NA,61666,NA
"1363","Japanese amberjack",1996,"single_stock",NA,50331,NA
"1364","Japanese amberjack",1997,"single_stock",NA,47214,NA
"1365","Japanese amberjack",1998,"single_stock",NA,45483,NA
"1366","Japanese amberjack",1999,"single_stock",NA,54917,NA
"1367","Japanese amberjack",2000,"single_stock",NA,77463,NA
"1368","Japanese amberjack",2001,"single_stock",NA,66927,NA
"1369","Japanese amberjack",2002,"single_stock",NA,51191,NA
"1370","Japanese amberjack",2003,"single_stock",26859,60786,555.881408547797
"1371","Japanese amberjack",2004,"single_stock",28331,66344,516.457705733761
"1372","Japanese amberjack",2005,"single_stock",22449.25,54890,441.491218192249
"1373","Japanese amberjack",2006,"single_stock",26797.25,69352.25,459.453466211854
"1374","Japanese amberjack",2007,"single_stock",27677,72470,457.127716915673
"1375","Japanese amberjack",2008,"single_stock",27916,75965,414.666206800662
"1376","Japanese amberjack",2009,"single_stock",24726,78335,384.355228426221
"1377","Japanese amberjack",2010,"single_stock",26566,106889,385.45395572623
"1378","Japanese amberjack",2011,"single_stock",29655,110914,386.336388533336
"1379","Japanese amberjack",2012,"single_stock",24119,99460,369.385545350589
"1380","Japanese amberjack",2013,"single_stock",27129,115765,335.855564342704
"1381","Japanese amberjack",2014,"single_stock",33944,125221,358.342094635443
"1382","Japanese amberjack",2015,"single_stock",34365,123173,374.708891802118
"1383","Japanese anchovy",1962,"pacific_stock",NA,168333,NA
"1384","Japanese anchovy",1962,"seto_inland_sea_stock",NA,68831,NA
"1385","Japanese anchovy",1962,"tsushima_current_stock",NA,112264,NA
"1386","Japanese anchovy",1963,"pacific_stock",NA,173225,NA
"1387","Japanese anchovy",1963,"seto_inland_sea_stock",NA,50719,NA
"1388","Japanese anchovy",1963,"tsushima_current_stock",NA,96643,NA
"1389","Japanese anchovy",1964,"pacific_stock",NA,149900,NA
"1390","Japanese anchovy",1964,"seto_inland_sea_stock",NA,54300,NA
"1391","Japanese anchovy",1964,"tsushima_current_stock",NA,89500.5,NA
"1392","Japanese anchovy",1965,"pacific_stock",NA,240580,NA
"1393","Japanese anchovy",1965,"seto_inland_sea_stock",NA,68101,NA
"1394","Japanese anchovy",1965,"tsushima_current_stock",NA,97231.25,NA
"1395","Japanese anchovy",1966,"pacific_stock",NA,226063.25,NA
"1396","Japanese anchovy",1966,"seto_inland_sea_stock",NA,81065,NA
"1397","Japanese anchovy",1966,"tsushima_current_stock",NA,100536,NA
"1398","Japanese anchovy",1967,"pacific_stock",NA,173126,NA
"1399","Japanese anchovy",1967,"seto_inland_sea_stock",NA,76037,NA
"1400","Japanese anchovy",1967,"tsushima_current_stock",NA,116077,NA
"1401","Japanese anchovy",1968,"pacific_stock",NA,113440,NA
"1402","Japanese anchovy",1968,"seto_inland_sea_stock",NA,85830,NA
"1403","Japanese anchovy",1968,"tsushima_current_stock",NA,158399,NA
"1404","Japanese anchovy",1969,"pacific_stock",NA,156963,NA
"1405","Japanese anchovy",1969,"seto_inland_sea_stock",NA,98974,NA
"1406","Japanese anchovy",1969,"tsushima_current_stock",NA,120864,NA
"1407","Japanese anchovy",1970,"pacific_stock",NA,155123,NA
"1408","Japanese anchovy",1970,"seto_inland_sea_stock",NA,96733,NA
"1409","Japanese anchovy",1970,"tsushima_current_stock",NA,113615,NA
"1410","Japanese anchovy",1971,"pacific_stock",NA,158123,NA
"1411","Japanese anchovy",1971,"seto_inland_sea_stock",NA,77605,NA
"1412","Japanese anchovy",1971,"tsushima_current_stock",NA,114964,NA
"1413","Japanese anchovy",1972,"pacific_stock",NA,158456,NA
"1414","Japanese anchovy",1972,"seto_inland_sea_stock",NA,95026,NA
"1415","Japanese anchovy",1972,"tsushima_current_stock",NA,116206,NA
"1416","Japanese anchovy",1973,"pacific_stock",NA,141646,NA
"1417","Japanese anchovy",1973,"seto_inland_sea_stock",NA,91889,NA
"1418","Japanese anchovy",1973,"tsushima_current_stock",NA,101888,NA
"1419","Japanese anchovy",1974,"pacific_stock",NA,133132,NA
"1420","Japanese anchovy",1974,"seto_inland_sea_stock",NA,91525,NA
"1421","Japanese anchovy",1974,"tsushima_current_stock",NA,62859,NA
"1422","Japanese anchovy",1975,"pacific_stock",NA,89680,NA
"1423","Japanese anchovy",1975,"seto_inland_sea_stock",NA,93542,NA
"1424","Japanese anchovy",1975,"tsushima_current_stock",NA,61942,NA
"1425","Japanese anchovy",1976,"pacific_stock",NA,59160,NA
"1426","Japanese anchovy",1976,"seto_inland_sea_stock",NA,94874,NA
"1427","Japanese anchovy",1976,"tsushima_current_stock",NA,62630,NA
"1428","Japanese anchovy",1977,"pacific_stock",NA,52460,NA
"1429","Japanese anchovy",1977,"seto_inland_sea_stock",NA,107230,NA
"1430","Japanese anchovy",1977,"tsushima_current_stock",NA,85243,NA
"1431","Japanese anchovy",1978,"pacific_stock",NA,40953,NA
"1432","Japanese anchovy",1978,"seto_inland_sea_stock",NA,61075,NA
"1433","Japanese anchovy",1978,"tsushima_current_stock",NA,50397,NA
"1434","Japanese anchovy",1979,"pacific_stock",NA,49519,NA
"1435","Japanese anchovy",1979,"seto_inland_sea_stock",NA,53767,NA
"1436","Japanese anchovy",1979,"tsushima_current_stock",NA,31292,NA
"1437","Japanese anchovy",1980,"pacific_stock",NA,63398,NA
"1438","Japanese anchovy",1980,"seto_inland_sea_stock",NA,46750.25,NA
"1439","Japanese anchovy",1980,"tsushima_current_stock",NA,40458,NA
"1440","Japanese anchovy",1981,"pacific_stock",NA,41232,NA
"1441","Japanese anchovy",1981,"seto_inland_sea_stock",NA,77052,NA
"1442","Japanese anchovy",1981,"tsushima_current_stock",NA,42188,NA
"1443","Japanese anchovy",1982,"pacific_stock",NA,45799,NA
"1444","Japanese anchovy",1982,"seto_inland_sea_stock",NA,82088,NA
"1445","Japanese anchovy",1982,"tsushima_current_stock",NA,69564,NA
"1446","Japanese anchovy",1983,"pacific_stock",NA,48338,NA
"1447","Japanese anchovy",1983,"seto_inland_sea_stock",NA,90176,NA
"1448","Japanese anchovy",1983,"tsushima_current_stock",NA,69087,NA
"1449","Japanese anchovy",1984,"pacific_stock",NA,80043,NA
"1450","Japanese anchovy",1984,"seto_inland_sea_stock",NA,84887,NA
"1451","Japanese anchovy",1984,"tsushima_current_stock",NA,59139,NA
"1452","Japanese anchovy",1985,"pacific_stock",NA,56229,NA
"1453","Japanese anchovy",1985,"seto_inland_sea_stock",NA,103180,NA
"1454","Japanese anchovy",1985,"tsushima_current_stock",NA,46415,NA
"1455","Japanese anchovy",1986,"pacific_stock",NA,60796,NA
"1456","Japanese anchovy",1986,"seto_inland_sea_stock",NA,94675,NA
"1457","Japanese anchovy",1986,"tsushima_current_stock",NA,65399,NA
"1458","Japanese anchovy",1987,"pacific_stock",NA,61237,NA
"1459","Japanese anchovy",1987,"seto_inland_sea_stock",NA,38631,NA
"1460","Japanese anchovy",1987,"tsushima_current_stock",NA,40641.25,NA
"1461","Japanese anchovy",1988,"pacific_stock",NA,62260,NA
"1462","Japanese anchovy",1988,"seto_inland_sea_stock",NA,63788,NA
"1463","Japanese anchovy",1988,"tsushima_current_stock",NA,51444.25,NA
"1464","Japanese anchovy",1989,"pacific_stock",NA,84601,NA
"1465","Japanese anchovy",1989,"seto_inland_sea_stock",NA,44510,NA
"1466","Japanese anchovy",1989,"tsushima_current_stock",NA,53147.25,NA
"1467","Japanese anchovy",1990,"pacific_stock",NA,234313,NA
"1468","Japanese anchovy",1990,"seto_inland_sea_stock",NA,38675,NA
"1469","Japanese anchovy",1990,"tsushima_current_stock",NA,38439,NA
"1470","Japanese anchovy",1991,"pacific_stock",NA,209755,NA
"1471","Japanese anchovy",1991,"seto_inland_sea_stock",NA,44448,NA
"1472","Japanese anchovy",1991,"tsushima_current_stock",NA,74667,NA
"1473","Japanese anchovy",1992,"pacific_stock",NA,185467,NA
"1474","Japanese anchovy",1992,"seto_inland_sea_stock",NA,33753,NA
"1475","Japanese anchovy",1992,"tsushima_current_stock",NA,81672,NA
"1476","Japanese anchovy",1993,"pacific_stock",NA,100519,NA
"1477","Japanese anchovy",1993,"seto_inland_sea_stock",NA,27238,NA
"1478","Japanese anchovy",1993,"tsushima_current_stock",NA,66754,NA
"1479","Japanese anchovy",1994,"pacific_stock",NA,102810,NA
"1480","Japanese anchovy",1994,"seto_inland_sea_stock",NA,30852,NA
"1481","Japanese anchovy",1994,"tsushima_current_stock",NA,54372,NA
"1482","Japanese anchovy",1995,"pacific_stock",NA,140975,NA
"1483","Japanese anchovy",1995,"seto_inland_sea_stock",NA,23842,NA
"1484","Japanese anchovy",1995,"tsushima_current_stock",NA,87141,NA
"1485","Japanese anchovy",1996,"pacific_stock",NA,210584,NA
"1486","Japanese anchovy",1996,"seto_inland_sea_stock",NA,25149,NA
"1487","Japanese anchovy",1996,"tsushima_current_stock",NA,109785,NA
"1488","Japanese anchovy",1997,"pacific_stock",NA,137108,NA
"1489","Japanese anchovy",1997,"seto_inland_sea_stock",NA,22036,NA
"1490","Japanese anchovy",1997,"tsushima_current_stock",NA,73970,NA
"1491","Japanese anchovy",1998,"pacific_stock",NA,313680,NA
"1492","Japanese anchovy",1998,"seto_inland_sea_stock",NA,22107.25,NA
"1493","Japanese anchovy",1998,"tsushima_current_stock",NA,134831,NA
"1494","Japanese anchovy",1999,"pacific_stock",NA,310695,NA
"1495","Japanese anchovy",1999,"seto_inland_sea_stock",NA,32201.25,NA
"1496","Japanese anchovy",1999,"tsushima_current_stock",NA,141333,NA
"1497","Japanese anchovy",2000,"pacific_stock",NA,213795,NA
"1498","Japanese anchovy",2000,"seto_inland_sea_stock",NA,39965.25,NA
"1499","Japanese anchovy",2000,"tsushima_current_stock",NA,127262,NA
"1500","Japanese anchovy",2001,"pacific_stock",NA,199601,NA
"1501","Japanese anchovy",2001,"seto_inland_sea_stock",NA,39166,NA
"1502","Japanese anchovy",2001,"tsushima_current_stock",NA,62399.25,NA
"1503","Japanese anchovy",2002,"pacific_stock",NA,305240,NA
"1504","Japanese anchovy",2002,"seto_inland_sea_stock",NA,44858,NA
"1505","Japanese anchovy",2002,"tsushima_current_stock",NA,93059,NA
"1506","Japanese anchovy",2003,"pacific_stock",11567,386698,61.9808768071439
"1507","Japanese anchovy",2003,"seto_inland_sea_stock",5893,36545,181.504344327456
"1508","Japanese anchovy",2003,"tsushima_current_stock",4817.5,111676,62.8324089893652
"1509","Japanese anchovy",2004,"pacific_stock",11768,386876,65.3988135436379
"1510","Japanese anchovy",2004,"seto_inland_sea_stock",4655,38644,131.285164528261
"1511","Japanese anchovy",2004,"tsushima_current_stock",3449.5,70277,113.876070950196
"1512","Japanese anchovy",2005,"pacific_stock",8786.25,236928,62.9495980887105
"1513","Japanese anchovy",2005,"seto_inland_sea_stock",5519,40850,126.412768376312
"1514","Japanese anchovy",2005,"tsushima_current_stock",4290.5,70869,130.418537866608
"1515","Japanese anchovy",2006,"pacific_stock",11044,289864,52.380733510791
"1516","Japanese anchovy",2006,"seto_inland_sea_stock",5336,45569,152.404241245102
"1517","Japanese anchovy",2006,"tsushima_current_stock",5005.25,80063,109.811588481801
"1518","Japanese anchovy",2007,"pacific_stock",11112,238360,62.2336675760894
"1519","Japanese anchovy",2007,"seto_inland_sea_stock",5085.25,44011,150.99503969345
"1520","Japanese anchovy",2007,"tsushima_current_stock",5046.5,80092,116.935949203477
"1521","Japanese anchovy",2008,"pacific_stock",12877,211230,69.8037095732108
"1522","Japanese anchovy",2008,"seto_inland_sea_stock",5345,41177,157.7637600069
"1523","Japanese anchovy",2008,"tsushima_current_stock",5624.25,92565,110.245168745566
"1524","Japanese anchovy",2009,"pacific_stock",9161,229752,54.2284175052572
"1525","Japanese anchovy",2009,"seto_inland_sea_stock",6372,49604,125.500699213902
"1526","Japanese anchovy",2009,"tsushima_current_stock",2737.5,57378,95.1520086425438
"1527","Japanese anchovy",2010,"pacific_stock",9425,227701,54.2110039685108
"1528","Japanese anchovy",2010,"seto_inland_sea_stock",4015.25,41748,131.308167098676
"1529","Japanese anchovy",2010,"tsushima_current_stock",4013.5,76191.25,168.83666526092
"1530","Japanese anchovy",2011,"pacific_stock",7142,153037,60.1157065831889
"1531","Japanese anchovy",2011,"seto_inland_sea_stock",4909.25,39684.25,250.19201339487
"1532","Japanese anchovy",2011,"tsushima_current_stock",4014.25,66205.25,170.127952111402
"1533","Japanese anchovy",2012,"pacific_stock",7208,148786,66.819367687068
"1534","Japanese anchovy",2012,"seto_inland_sea_stock",5848.25,43131,145.9713186711
"1535","Japanese anchovy",2012,"tsushima_current_stock",3687.25,51019,85.813743128174
"1536","Japanese anchovy",2013,"pacific_stock",7677,145648,60.2989336807047
"1537","Japanese anchovy",2013,"seto_inland_sea_stock",5829.25,52872,130.115128598758
"1538","Japanese anchovy",2013,"tsushima_current_stock",3573.25,48170,70.5465664697599
"1539","Japanese anchovy",2014,"pacific_stock",6891,137594,59.4988597545186
"1540","Japanese anchovy",2014,"seto_inland_sea_stock",5687.25,49944,120.432364474011
"1541","Japanese anchovy",2014,"tsushima_current_stock",4333.25,60531,68.5793126827466
"1542","Japanese anchovy",2015,"pacific_stock",3732,66985,58.2980234430287
"1543","Japanese anchovy",2015,"seto_inland_sea_stock",5345.25,39341,130.657678530256
"1544","Japanese anchovy",2015,"tsushima_current_stock",4901.25,62420.25,151.403631415946
"1545","Japanese carpet shell",1962,"single_stock",NA,114763.25,NA
"1546","Japanese carpet shell",1963,"single_stock",NA,137452,NA
"1547","Japanese carpet shell",1964,"single_stock",NA,108902,NA
"1548","Japanese carpet shell",1965,"single_stock",NA,121248.25,NA
"1549","Japanese carpet shell",1966,"single_stock",NA,157510.25,NA
"1550","Japanese carpet shell",1967,"single_stock",NA,121618.25,NA
"1551","Japanese carpet shell",1968,"single_stock",NA,120400,NA
"1552","Japanese carpet shell",1969,"single_stock",NA,116572,NA
"1553","Japanese carpet shell",1970,"single_stock",NA,141997,NA
"1554","Japanese carpet shell",1971,"single_stock",NA,126414,NA
"1555","Japanese carpet shell",1972,"single_stock",NA,115613,NA
"1556","Japanese carpet shell",1973,"single_stock",NA,114458,NA
"1557","Japanese carpet shell",1974,"single_stock",NA,137719,NA
"1558","Japanese carpet shell",1975,"single_stock",NA,122052,NA
"1559","Japanese carpet shell",1976,"single_stock",NA,135573,NA
"1560","Japanese carpet shell",1977,"single_stock",NA,155506,NA
"1561","Japanese carpet shell",1978,"single_stock",NA,153769,NA
"1562","Japanese carpet shell",1979,"single_stock",NA,132641,NA
"1563","Japanese carpet shell",1980,"single_stock",NA,127389.25,NA
"1564","Japanese carpet shell",1981,"single_stock",NA,137114.5,NA
"1565","Japanese carpet shell",1982,"single_stock",NA,139379.25,NA
"1566","Japanese carpet shell",1983,"single_stock",NA,160424,NA
"1567","Japanese carpet shell",1984,"single_stock",NA,128279,NA
"1568","Japanese carpet shell",1985,"single_stock",NA,133232.25,NA
"1569","Japanese carpet shell",1986,"single_stock",NA,120682.25,NA
"1570","Japanese carpet shell",1987,"single_stock",NA,99517,NA
"1571","Japanese carpet shell",1988,"single_stock",NA,88151.25,NA
"1572","Japanese carpet shell",1989,"single_stock",NA,80732.5,NA
"1573","Japanese carpet shell",1990,"single_stock",NA,71199,NA
"1574","Japanese carpet shell",1991,"single_stock",NA,65353,NA
"1575","Japanese carpet shell",1992,"single_stock",NA,59038,NA
"1576","Japanese carpet shell",1993,"single_stock",NA,57356,NA
"1577","Japanese carpet shell",1994,"single_stock",NA,46597,NA
"1578","Japanese carpet shell",1995,"single_stock",NA,49466.5,NA
"1579","Japanese carpet shell",1996,"single_stock",NA,43704.25,NA
"1580","Japanese carpet shell",1997,"single_stock",NA,39661.5,NA
"1581","Japanese carpet shell",1998,"single_stock",NA,36808.75,NA
"1582","Japanese carpet shell",1999,"single_stock",NA,43089.75,NA
"1583","Japanese carpet shell",2000,"single_stock",NA,35558.75,NA
"1584","Japanese carpet shell",2001,"single_stock",NA,31024,NA
"1585","Japanese carpet shell",2002,"single_stock",NA,34818.5,NA
"1586","Japanese carpet shell",2003,"single_stock",12000,37690.75,505.006588114534
"1587","Japanese carpet shell",2004,"single_stock",12553,36587.75,568.925063498002
"1588","Japanese carpet shell",2005,"single_stock",11974.5,34262,527.110153216101
"1589","Japanese carpet shell",2006,"single_stock",14231,34985,548.252137125843
"1590","Japanese carpet shell",2007,"single_stock",12081.75,35822,527.753658512965
"1591","Japanese carpet shell",2008,"single_stock",13802.25,39219.75,533.525752976336
"1592","Japanese carpet shell",2009,"single_stock",11216.5,31657.25,706.458641997394
"1593","Japanese carpet shell",2010,"single_stock",9358.75,27184.5,648.154228459443
"1594","Japanese carpet shell",2011,"single_stock",9560.25,28792.25,667.00867591992
"1595","Japanese carpet shell",2012,"single_stock",9101.5,27302.25,613.510339940007
"1596","Japanese carpet shell",2013,"single_stock",7938.25,23050,629.056798357397
"1597","Japanese carpet shell",2014,"single_stock",6987,19346.75,665.427088429708
"1598","Japanese carpet shell",2015,"single_stock",4886.75,13812.5,655.511110972989
"1599","Japanese flying squid",1962,"winter_stock",NA,536452,NA
"1600","Japanese flying squid",1963,"winter_stock",NA,590630,NA
"1601","Japanese flying squid",1964,"winter_stock",NA,236801.5,NA
"1602","Japanese flying squid",1965,"winter_stock",NA,396899,NA
"1603","Japanese flying squid",1966,"winter_stock",NA,382898,NA
"1604","Japanese flying squid",1967,"winter_stock",NA,477011,NA
"1605","Japanese flying squid",1968,"winter_stock",NA,668367,NA
"1606","Japanese flying squid",1969,"winter_stock",NA,478160,NA
"1607","Japanese flying squid",1970,"winter_stock",NA,412240,NA
"1608","Japanese flying squid",1971,"winter_stock",NA,364349,NA
"1609","Japanese flying squid",1972,"winter_stock",NA,464365,NA
"1610","Japanese flying squid",1973,"winter_stock",NA,346672,NA
"1611","Japanese flying squid",1974,"winter_stock",NA,335005,NA
"1612","Japanese flying squid",1975,"winter_stock",NA,385250,NA
"1613","Japanese flying squid",1976,"winter_stock",NA,312144,NA
"1614","Japanese flying squid",1977,"winter_stock",NA,264287,NA
"1615","Japanese flying squid",1978,"winter_stock",NA,257119,NA
"1616","Japanese flying squid",1979,"winter_stock",NA,212839,NA
"1617","Japanese flying squid",1980,"winter_stock",NA,331224,NA
"1618","Japanese flying squid",1981,"winter_stock",NA,196830,NA
"1619","Japanese flying squid",1982,"winter_stock",NA,181719.25,NA
"1620","Japanese flying squid",1983,"winter_stock",NA,192060,NA
"1621","Japanese flying squid",1984,"winter_stock",NA,173732,NA
"1622","Japanese flying squid",1985,"winter_stock",NA,132586,NA
"1623","Japanese flying squid",1986,"winter_stock",NA,90997,NA
"1624","Japanese flying squid",1987,"winter_stock",NA,182517,NA
"1625","Japanese flying squid",1988,"winter_stock",NA,156444,NA
"1626","Japanese flying squid",1989,"winter_stock",NA,211887,NA
"1627","Japanese flying squid",1990,"winter_stock",NA,209390,NA
"1628","Japanese flying squid",1991,"winter_stock",NA,242002,NA
"1629","Japanese flying squid",1992,"winter_stock",NA,394365,NA
"1630","Japanese flying squid",1993,"winter_stock",NA,315934,NA
"1631","Japanese flying squid",1994,"winter_stock",NA,301651,NA
"1632","Japanese flying squid",1995,"winter_stock",NA,290276,NA
"1633","Japanese flying squid",1996,"winter_stock",NA,444190,NA
"1634","Japanese flying squid",1997,"winter_stock",NA,365978.25,NA
"1635","Japanese flying squid",1998,"winter_stock",NA,180750,NA
"1636","Japanese flying squid",1999,"winter_stock",NA,237346,NA
"1637","Japanese flying squid",2000,"winter_stock",NA,337285.25,NA
"1638","Japanese flying squid",2001,"winter_stock",NA,298190,NA
"1639","Japanese flying squid",2002,"winter_stock",NA,273579,NA
"1640","Japanese flying squid",2003,"winter_stock",51771.5,253842.25,267.615554593045
"1641","Japanese flying squid",2004,"winter_stock",59358.5,234604.25,288.407902869148
"1642","Japanese flying squid",2005,"winter_stock",57057.75,222360.5,326.150931544454
"1643","Japanese flying squid",2006,"winter_stock",49955.25,190316.25,320.975462784378
"1644","Japanese flying squid",2007,"winter_stock",50202.25,253494.25,287.116322691045
"1645","Japanese flying squid",2008,"winter_stock",43879.25,217474.25,266.788574283516
"1646","Japanese flying squid",2009,"winter_stock",42651,218657,239.164099282298
"1647","Japanese flying squid",2010,"winter_stock",48905,199832,275.227452969956
"1648","Japanese flying squid",2011,"winter_stock",55011,242259,284.627329447908
"1649","Japanese flying squid",2012,"winter_stock",39242.25,168207.25,285.12569435349
"1650","Japanese flying squid",2013,"winter_stock",51355.25,180092,278.600539965566
"1651","Japanese flying squid",2014,"winter_stock",48844.5,172703.25,322.789293812074
"1652","Japanese flying squid",2015,"winter_stock",39629.75,129234.5,354.88367917296
"1653","Japanese hard clam",1962,"single_stock",NA,11425.75,NA
"1654","Japanese hard clam",1963,"single_stock",NA,31319,NA
"1655","Japanese hard clam",1964,"single_stock",NA,15704.75,NA
"1656","Japanese hard clam",1965,"single_stock",NA,13739.5,NA
"1657","Japanese hard clam",1966,"single_stock",NA,9972.5,NA
"1658","Japanese hard clam",1967,"single_stock",NA,6197.5,NA
"1659","Japanese hard clam",1968,"single_stock",NA,6743,NA
"1660","Japanese hard clam",1969,"single_stock",NA,7081,NA
"1661","Japanese hard clam",1970,"single_stock",NA,4955,NA
"1662","Japanese hard clam",1971,"single_stock",NA,4539,NA
"1663","Japanese hard clam",1972,"single_stock",NA,3247,NA
"1664","Japanese hard clam",1973,"single_stock",NA,5142,NA
"1665","Japanese hard clam",1974,"single_stock",NA,10233,NA
"1666","Japanese hard clam",1975,"single_stock",NA,4084,NA
"1667","Japanese hard clam",1976,"single_stock",NA,4079,NA
"1668","Japanese hard clam",1977,"single_stock",NA,4980,NA
"1669","Japanese hard clam",1978,"single_stock",NA,5009,NA
"1670","Japanese hard clam",1979,"single_stock",NA,4017,NA
"1671","Japanese hard clam",1980,"single_stock",NA,1907.75,NA
"1672","Japanese hard clam",1981,"single_stock",NA,1904.25,NA
"1673","Japanese hard clam",1982,"single_stock",NA,2195.5,NA
"1674","Japanese hard clam",1983,"single_stock",NA,1369.75,NA
"1675","Japanese hard clam",1984,"single_stock",NA,1456,NA
"1676","Japanese hard clam",1985,"single_stock",NA,2182.75,NA
"1677","Japanese hard clam",1986,"single_stock",NA,2223.75,NA
"1678","Japanese hard clam",1987,"single_stock",NA,3678.75,NA
"1679","Japanese hard clam",1988,"single_stock",NA,3357.75,NA
"1680","Japanese hard clam",1989,"single_stock",NA,2546.75,NA
"1681","Japanese hard clam",1990,"single_stock",NA,2251,NA
"1682","Japanese hard clam",1991,"single_stock",NA,2215,NA
"1683","Japanese hard clam",1992,"single_stock",NA,2581,NA
"1684","Japanese hard clam",1993,"single_stock",NA,2964,NA
"1685","Japanese hard clam",1994,"single_stock",NA,2330,NA
"1686","Japanese hard clam",1995,"single_stock",NA,2059,NA
"1687","Japanese hard clam",1996,"single_stock",NA,1944.25,NA
"1688","Japanese hard clam",1997,"single_stock",NA,1897.25,NA
"1689","Japanese hard clam",1998,"single_stock",NA,1872,NA
"1690","Japanese hard clam",1999,"single_stock",NA,1786.25,NA
"1691","Japanese hard clam",2000,"single_stock",NA,1544.75,NA
"1692","Japanese hard clam",2001,"single_stock",NA,1246,NA
"1693","Japanese hard clam",2002,"single_stock",NA,1300.5,NA
"1694","Japanese hard clam",2003,"single_stock",1241.5,1168.75,1160.80285363424
"1695","Japanese hard clam",2004,"single_stock",1175.5,976.5,1149.9803373275
"1696","Japanese hard clam",2005,"single_stock",1078.5,972.5,1270.52290749055
"1697","Japanese hard clam",2006,"single_stock",1085,868,1391.82989484293
"1698","Japanese jack mackerel",1962,"pacific_stock",NA,85668,NA
"1699","Japanese jack mackerel",1962,"tsushima_current_stock",NA,413318,NA
"1700","Japanese jack mackerel",1963,"pacific_stock",NA,130647,NA
"1701","Japanese jack mackerel",1963,"tsushima_current_stock",NA,310507.25,NA
"1702","Japanese jack mackerel",1964,"pacific_stock",NA,71700.75,NA
"1703","Japanese jack mackerel",1964,"tsushima_current_stock",NA,422300.5,NA
"1704","Japanese jack mackerel",1965,"pacific_stock",NA,60545,NA
"1705","Japanese jack mackerel",1965,"tsushima_current_stock",NA,466343,NA
"1706","Japanese jack mackerel",1966,"pacific_stock",NA,43551,NA
"1707","Japanese jack mackerel",1966,"tsushima_current_stock",NA,433529,NA
"1708","Japanese jack mackerel",1967,"pacific_stock",NA,64773,NA
"1709","Japanese jack mackerel",1967,"tsushima_current_stock",NA,263104,NA
"1710","Japanese jack mackerel",1968,"pacific_stock",NA,88747,NA
"1711","Japanese jack mackerel",1968,"tsushima_current_stock",NA,222622,NA
"1712","Japanese jack mackerel",1969,"pacific_stock",NA,83306,NA
"1713","Japanese jack mackerel",1969,"tsushima_current_stock",NA,199511,NA
"1714","Japanese jack mackerel",1970,"pacific_stock",NA,79640,NA
"1715","Japanese jack mackerel",1970,"tsushima_current_stock",NA,135920,NA
"1716","Japanese jack mackerel",1971,"pacific_stock",NA,58551,NA
"1717","Japanese jack mackerel",1971,"tsushima_current_stock",NA,212319,NA
"1718","Japanese jack mackerel",1972,"pacific_stock",NA,48947,NA
"1719","Japanese jack mackerel",1972,"tsushima_current_stock",NA,102831,NA
"1720","Japanese jack mackerel",1973,"pacific_stock",NA,38973,NA
"1721","Japanese jack mackerel",1973,"tsushima_current_stock",NA,89081,NA
"1722","Japanese jack mackerel",1974,"pacific_stock",NA,51185,NA
"1723","Japanese jack mackerel",1974,"tsushima_current_stock",NA,114304,NA
"1724","Japanese jack mackerel",1975,"pacific_stock",NA,51129,NA
"1725","Japanese jack mackerel",1975,"tsushima_current_stock",NA,134540,NA
"1726","Japanese jack mackerel",1976,"pacific_stock",NA,36945,NA
"1727","Japanese jack mackerel",1976,"tsushima_current_stock",NA,90759,NA
"1728","Japanese jack mackerel",1977,"pacific_stock",NA,32133,NA
"1729","Japanese jack mackerel",1977,"tsushima_current_stock",NA,55324,NA
"1730","Japanese jack mackerel",1978,"pacific_stock",NA,23107,NA
"1731","Japanese jack mackerel",1978,"tsushima_current_stock",NA,34886,NA
"1732","Japanese jack mackerel",1979,"pacific_stock",NA,20319,NA
"1733","Japanese jack mackerel",1979,"tsushima_current_stock",NA,62197,NA
"1734","Japanese jack mackerel",1980,"pacific_stock",NA,18683,NA
"1735","Japanese jack mackerel",1980,"tsushima_current_stock",NA,34978,NA
"1736","Japanese jack mackerel",1981,"pacific_stock",NA,19935.25,NA
"1737","Japanese jack mackerel",1981,"tsushima_current_stock",NA,41881.25,NA
"1738","Japanese jack mackerel",1982,"pacific_stock",NA,24011,NA
